City,Date_Only,Temperature_C,Humidity_percent,Wind_Speed_kmh,Rain_24h_Sum_mm
Ganja,2020-04-02,14.1,43.929054,21.650938,6.300000034272671
Ganja,2020-04-03,15.2,49.854683,16.267857,0.0
Ganja,2020-04-04,10.55,77.07403,3.8268526,11.00000013411045
Ganja,2020-04-05,15.35,55.93021,10.495713,1.1000000014901161
Ganja,2020-04-06,14.55,69.80635,7.754637,0.0
Ganja,2020-04-07,3.7,81.052376,4.198285,21.10000006854534
Ganja,2020-04-08,4.95,66.12251,11.620809,5.00000012665987
Ganja,2020-04-09,8.8,53.045742,2.9024127,0.0
Ganja,2020-04-10,12.65,45.75844,14.512064,0.0
Ganja,2020-04-11,13.0,52.115013,8.669949,0.30000000447034836
Ganja,2020-04-12,14.85,35.206112,15.349684,0.0
Ganja,2020-04-13,13.55,34.82303,12.229406,0.10000000149011612
Ganja,2020-04-14,15.7,42.097652,7.771331,0.0
Ganja,2020-04-15,19.9,34.556404,8.12197,0.0
Ganja,2020-04-16,17.5,44.126198,9.085988,0.0
Ganja,2020-04-17,17.9,37.797184,4.3349743,0.0
Ganja,2020-04-18,22.95,32.61861,5.4477882,0.0
Ganja,2020-04-19,20.55,38.03234,9.387651,0.30000001192092896
Ganja,2020-04-20,24.55,29.521746,11.879999,0.0
Ganja,2020-04-21,18.95,44.536407,16.80857,0.0
Ganja,2020-04-22,11.45,62.99589,4.198285,2.8000000715255737
Ganja,2020-04-23,7.2,73.35076,11.720751,15.000000096857548
Ganja,2020-04-24,7.95,61.72711,19.829433,12.100000105798244
Ganja,2020-04-25,6.3,80.266815,6.297428,2.3000000342726707
Ganja,2020-04-26,14.55,59.291252,3.7064266,0.0
Ganja,2020-04-27,20.15,28.695309,9.178235,0.0
Ganja,2020-04-28,15.65,48.60585,13.5515,0.0
Ganja,2020-04-29,15.65,50.326324,12.397806,0.30000000447034836
Ganja,2020-04-30,20.25,43.993355,12.015589,0.0
Ganja,2020-05-01,22.65,45.416824,8.373386,0.0
Ganja,2020-05-02,19.9,60.174675,7.208994,0.30000001192092896
Ganja,2020-05-03,20.45,49.084934,2.9024127,3.000000037252903
Ganja,2020-05-04,23.55,40.766872,1.8,1.0000000298023224
Ganja,2020-05-05,23.05,42.299664,4.6102495,0.0
Ganja,2020-05-06,17.45,71.30232,4.896529,0.8999999910593033
Ganja,2020-05-07,15.2,85.30998,6.9247384,15.300000011920929
Ganja,2020-05-08,23.9,41.27808,5.8603754,2.3999999910593033
Ganja,2020-05-09,15.6,61.18869,18.391737,0.0
Ganja,2020-05-10,11.8,82.40847,20.883102,12.199999928474426
Ganja,2020-05-11,18.05,35.885975,5.991594,0.0
Ganja,2020-05-12,20.7,38.605007,4.6938257,0.0
Ganja,2020-05-13,22.0,52.54033,13.084402,0.0
Ganja,2020-05-14,24.55,36.62229,8.39657,0.0
Ganja,2020-05-15,23.85,45.596394,5.0142193,0.0
Ganja,2020-05-16,28.3,32.791866,1.835647,0.0
Ganja,2020-05-17,26.85,29.65373,12.4811535,0.0
Ganja,2020-05-18,21.65,43.0568,11.592894,0.0
Ganja,2020-05-19,25.7,28.340618,5.771239,0.0
Ganja,2020-05-20,24.1,37.369812,5.634891,0.0
Ganja,2020-05-21,31.5,21.828003,5.5887027,0.0
Ganja,2020-05-22,32.7,27.33054,16.595179,0.0
Ganja,2020-05-23,21.7,37.969112,35.309376,0.0
Ganja,2020-05-24,14.65,76.687775,0.71999997,3.1000000089406967
Ganja,2020-05-25,18.2,47.975822,35.864742,1.9999999850988388
Ganja,2020-05-26,26.5,26.293354,9.449572,0.8999999761581421
Ganja,2020-05-27,26.5,31.854069,11.090103,0.0
Ganja,2020-05-28,29.4,31.1797,9.360001,0.0
Ganja,2020-05-29,31.7,31.918236,19.914217,0.0
Ganja,2020-05-30,29.65,30.938715,6.28713,0.0
Ganja,2020-05-31,27.45,32.445274,2.16,0.0
Ganja,2020-06-01,28.6,32.11779,12.429127,0.0
Ganja,2020-06-02,31.3,29.196342,13.104198,0.0
Ganja,2020-06-03,30.8,27.827532,9.957108,0.5000000149011612
Ganja,2020-06-04,30.3,34.57166,28.236486,0.0
Ganja,2020-06-05,30.85,20.78469,5.4477882,0.0
Ganja,2020-06-06,27.4,35.7302,5.815978,0.0
Ganja,2020-06-07,30.25,24.25738,12.605142,0.0
Ganja,2020-06-08,30.8,18.910456,16.071491,0.0
Ganja,2020-06-09,31.05,21.788498,15.827721,0.0
Ganja,2020-06-10,31.05,23.731535,19.137648,0.0
Ganja,2020-06-11,32.55,22.855862,19.586117,0.0
Ganja,2020-06-12,31.35,21.566912,11.885453,0.0
Ganja,2020-06-13,34.1,18.219948,16.981165,0.0
Ganja,2020-06-14,33.9,19.932707,5.3999996,0.0
Ganja,2020-06-15,33.8,19.976236,13.722565,0.0
Ganja,2020-06-16,34.4,18.228207,1.8,0.0
Ganja,2020-06-17,32.6,26.06418,15.745627,0.0
Ganja,2020-06-18,31.7,21.434174,21.659918,0.0
Ganja,2020-06-19,32.6,16.544222,24.826952,0.0
Ganja,2020-06-20,35.15,13.276991,21.734581,0.0
Ganja,2020-06-21,29.6,32.0754,16.1198,0.6000000163912773
Ganja,2020-06-22,29.85,29.581932,9.904906,0.10000000149011612
Ganja,2020-06-23,32.9,23.25691,15.629971,0.0
Ganja,2020-06-24,33.85,18.990187,7.145796,0.0
Ganja,2020-06-25,31.4,30.909126,13.979871,0.0
Ganja,2020-06-26,29.2,34.834457,32.664917,0.0
Ganja,2020-06-27,25.05,34.01392,32.449963,0.5000000074505806
Ganja,2020-06-28,23.05,37.07117,10.1887,2.3999999910593033
Ganja,2020-06-29,28.25,31.17353,4.896529,0.0
Ganja,2020-06-30,30.9,27.210075,13.138765,0.0
Ganja,2020-07-01,30.9,19.538435,24.408424,0.0
Ganja,2020-07-02,29.55,31.11752,26.019806,0.0
Ganja,2020-07-03,31.55,24.93289,15.273505,0.0
Ganja,2020-07-04,32.3,23.575514,18.345877,0.0
Ganja,2020-07-05,32.85,19.407711,23.219301,0.0
Ganja,2020-07-06,34.45,15.77458,27.852928,0.0
Ganja,2020-07-07,35.15,14.4486685,22.89611,0.0
Ganja,2020-07-08,35.85,19.209913,13.202726,0.0
Ganja,2020-07-09,32.9,29.054878,1.9386592,0.0
Ganja,2020-07-10,31.5,33.571064,11.966953,0.0
Ganja,2020-07-11,28.95,40.4025,20.721119,3.4000000283122063
Ganja,2020-07-12,32.25,27.482046,19.416653,0.10000000149011612
Ganja,2020-07-13,29.1,44.397564,0.71999997,0.0
Ganja,2020-07-14,32.1,29.124872,13.746156,0.10000000149011612
Ganja,2020-07-15,33.4,30.850893,10.464797,0.0
Ganja,2020-07-16,32.2,39.505615,6.162207,0.4000000134110451
Ganja,2020-07-17,34.35,20.110762,16.418526,0.0
Ganja,2020-07-18,35.15,26.049759,9.83268,0.0
Ganja,2020-07-19,35.55,27.462572,13.450708,0.0
Ganja,2020-07-20,36.5,23.479885,12.224107,0.0
Ganja,2020-07-21,36.0,28.577961,5.6002855,0.0
Ganja,2020-07-22,27.95,47.76894,5.4833565,12.299999974668026
Ganja,2020-07-23,27.3,46.08817,12.261158,31.29999979585409
Ganja,2020-07-24,28.65,51.575447,3.319036,3.700000025331974
Ganja,2020-07-25,28.3,52.469482,11.212135,0.4000000134110451
Ganja,2020-07-26,31.85,40.810818,9.0,0.0
Ganja,2020-07-27,32.35,43.33383,8.209263,0.0
Ganja,2020-07-28,35.25,25.070433,14.277983,0.0
Ganja,2020-07-29,28.65,49.972935,4.0249224,0.20000000298023224
Ganja,2020-07-30,25.95,57.805153,11.384198,2.4000000432133675
Ganja,2020-07-31,27.5,37.454098,12.959999,0.0
Ganja,2020-08-01,28.15,41.508606,6.1305785,0.0
Ganja,2020-08-02,31.25,39.749104,7.208994,0.0
Ganja,2020-08-03,28.2,32.22127,15.273505,3.4000000655651093
Ganja,2020-08-04,25.8,40.1845,17.31746,0.0
Ganja,2020-08-05,27.75,32.529125,9.83268,0.0
Ganja,2020-08-06,28.45,37.71993,4.73506,0.0
Ganja,2020-08-07,28.5,41.47087,5.0142193,0.30000000447034836
Ganja,2020-08-08,31.45,31.5379,9.227524,0.0
Ganja,2020-08-09,33.2,19.82955,12.074766,0.0
Ganja,2020-08-10,31.4,32.04488,25.49908,0.0
Ganja,2020-08-11,25.1,47.156815,12.0694,0.0
Ganja,2020-08-12,28.5,38.481754,3.7585104,1.600000061094761
Ganja,2020-08-13,27.15,47.09842,5.4477882,3.300000011920929
Ganja,2020-08-14,26.45,48.76336,10.799999,0.0
Ganja,2020-08-15,27.45,23.934166,1.9386592,8.600000195205212
Ganja,2020-08-16,23.45,48.435467,21.900904,0.0
Ganja,2020-08-17,21.1,56.436523,10.464798,1.6000000461935997
Ganja,2020-08-18,24.6,49.063465,8.373386,0.0
Ganja,2020-08-19,26.85,42.93491,5.815978,0.0
Ganja,2020-08-20,30.0,34.828697,10.829958,0.0
Ganja,2020-08-21,29.75,38.95524,8.557102,0.0
Ganja,2020-08-22,23.15,61.325024,16.08761,1.6000000536441803
Ganja,2020-08-23,18.95,79.62853,7.386582,17.800000116229057
Ganja,2020-08-24,20.95,58.28419,3.6,4.9000000804662704
Ganja,2020-08-25,23.85,46.66316,11.620809,0.20000000298023224
Ganja,2020-08-26,24.9,46.642456,4.3349743,0.0
Ganja,2020-08-27,25.7,49.99821,9.028754,0.0
Ganja,2020-08-28,28.2,38.650253,3.219938,0.0
Ganja,2020-08-29,28.85,40.113876,8.654987,0.0
Ganja,2020-08-30,29.4,35.9353,7.6367526,0.10000000149011612
Ganja,2020-08-31,28.4,36.97091,16.09969,0.0
Ganja,2020-09-01,28.0,41.467083,14.113653,0.0
Ganja,2020-09-02,29.1,46.277443,7.968939,0.0
Ganja,2020-09-03,27.55,53.618683,10.44,0.10000000149011612
Ganja,2020-09-04,28.6,38.76179,13.358861,7.300000049173832
Ganja,2020-09-05,29.1,42.997517,8.12197,0.0
Ganja,2020-09-06,29.3,39.210026,12.641076,0.0
Ganja,2020-09-07,29.2,42.203743,6.379216,0.0
Ganja,2020-09-08,28.7,30.573397,10.538843,2.600000001490116
Ganja,2020-09-09,27.8,37.414734,6.151683,0.0
Ganja,2020-09-10,27.15,43.1579,7.69592,0.10000000149011612
Ganja,2020-09-11,27.25,44.177982,5.0911684,0.0
Ganja,2020-09-12,28.3,47.25542,6.4096174,0.0
Ganja,2020-09-13,28.65,47.198357,9.605998,0.4000000059604645
Ganja,2020-09-14,28.5,43.809692,3.4152596,0.0
Ganja,2020-09-15,27.65,50.66993,5.00128,0.20000000298023224
Ganja,2020-09-16,25.35,54.790264,6.489992,3.100000001490116
Ganja,2020-09-17,21.55,66.3021,21.288757,0.0
Ganja,2020-09-18,25.7,51.469982,2.0364676,0.4000000059604645
Ganja,2020-09-19,29.2,32.933395,15.629971,0.0
Ganja,2020-09-20,23.75,40.960384,1.9386592,0.20000000298023224
Ganja,2020-09-21,18.85,70.86745,24.448214,0.7000000178813934
Ganja,2020-09-22,19.7,70.11329,6.519877,0.5
Ganja,2020-09-23,21.2,65.37935,4.32,0.6000000089406967
Ganja,2020-09-24,24.75,50.2347,2.8116899,0.20000000298023224
Ganja,2020-09-25,26.25,44.917557,8.089993,0.10000000149011612
Ganja,2020-09-26,25.1,42.030197,8.699793,0.0
Ganja,2020-09-27,24.3,53.13437,5.00128,0.10000000149011612
Ganja,2020-09-28,21.2,44.40993,7.8625183,0.0
Ganja,2020-09-29,20.3,42.239853,13.556282,0.0
Ganja,2020-09-30,19.3,52.357372,13.849477,0.0
Ganja,2020-10-01,18.1,60.75221,19.486609,0.7000000104308128
Ganja,2020-10-02,22.05,47.262245,9.19939,0.0
Ganja,2020-10-03,23.7,43.485363,8.287822,2.700000047683716
Ganja,2020-10-04,19.75,55.173145,15.034041,0.0
Ganja,2020-10-05,15.95,59.026817,20.275385,5.700000092387199
Ganja,2020-10-06,14.15,66.045715,15.876775,3.400000050663948
Ganja,2020-10-07,17.0,50.000763,10.1376915,0.20000000298023224
Ganja,2020-10-08,18.15,52.0533,9.021574,0.0
Ganja,2020-10-09,18.9,46.871433,13.397612,0.0
Ganja,2020-10-10,19.05,48.20967,10.661107,0.0
Ganja,2020-10-11,18.75,55.66009,7.5170207,0.0
Ganja,2020-10-12,20.4,53.887615,8.049845,0.0
Ganja,2020-10-13,21.1,53.533524,6.6185193,0.0
Ganja,2020-10-14,22.4,50.939064,6.489992,0.0
Ganja,2020-10-15,22.15,53.98058,4.3349743,0.0
Ganja,2020-10-16,22.55,45.237747,2.968636,0.0
Ganja,2020-10-17,22.55,48.192318,7.6367526,0.0
Ganja,2020-10-18,22.1,48.552467,4.379589,0.0
Ganja,2020-10-19,24.55,41.598812,1.835647,0.0
Ganja,2020-10-20,22.5,39.38616,6.12,0.0
Ganja,2020-10-21,17.55,60.016087,2.9024127,2.9000000283122063
Ganja,2020-10-22,17.55,54.056473,4.2136917,0.0
Ganja,2020-10-23,19.45,46.86403,3.8773184,0.0
Ganja,2020-10-24,19.65,45.81484,4.2136917,0.0
Ganja,2020-10-25,22.6,41.188858,2.9024127,0.0
Ganja,2020-10-26,19.55,62.928066,4.6938257,0.0
Ganja,2020-10-27,19.65,47.56105,10.948973,0.0
Ganja,2020-10-28,17.3,63.468143,1.609969,0.0
Ganja,2020-10-29,18.45,59.234993,5.0528407,0.0
Ganja,2020-10-30,22.6,46.630447,5.0528407,0.0
Ganja,2020-10-31,20.4,54.427555,10.630672,0.0
Ganja,2020-11-01,24.25,45.555714,3.563818,0.0
Ganja,2020-11-02,21.85,46.26913,4.829907,0.0
Ganja,2020-11-03,18.0,64.47456,6.1305785,0.0
Ganja,2020-11-04,17.1,69.3797,1.08,0.0
Ganja,2020-11-05,17.25,73.16407,8.287822,0.0
Ganja,2020-11-06,14.3,89.2284,3.8939953,6.200000137090683
Ganja,2020-11-07,15.2,54.371845,16.299694,4.000000074505806
Ganja,2020-11-08,15.35,50.595196,6.4799995,0.0
Ganja,2020-11-09,13.6,61.98122,4.802999,0.0
Ganja,2020-11-10,14.25,60.24485,8.942214,0.0
Ganja,2020-11-11,13.6,64.80915,9.793059,0.20000000298023224
Ganja,2020-11-12,10.0,81.06139,5.8603754,1.8000000268220901
Ganja,2020-11-13,9.15,76.582695,4.829907,0.0
Ganja,2020-11-14,8.5,81.419655,3.219938,0.30000000447034836
Ganja,2020-11-15,9.35,75.55881,5.154415,0.6000000089406967
Ganja,2020-11-16,10.0,66.52166,4.1046314,0.0
Ganja,2020-11-17,12.35,52.68001,1.0182338,0.0
Ganja,2020-11-18,7.4,79.0251,15.978484,1.800000011920929
Ganja,2020-11-19,3.3,83.36974,12.10157,0.20000000298023224
Ganja,2020-11-20,2.85,84.52707,3.319036,0.10000000149011612
Ganja,2020-11-21,6.1,90.74092,11.753877,0.6000000089406967
Ganja,2020-11-22,8.9,69.394615,10.464798,0.4000000134110451
Ganja,2020-11-23,8.95,43.86766,18.947083,0.0
Ganja,2020-11-24,5.85,62.80257,6.9247384,0.0
Ganja,2020-11-25,9.1,53.32014,14.618837,0.0
Ganja,2020-11-26,8.2,54.249256,4.379589,0.20000000298023224
Ganja,2020-11-27,8.05,64.00481,8.647496,0.0
Ganja,2020-11-28,6.7,65.08751,2.4149535,0.0
Ganja,2020-11-29,6.2,72.64516,4.73506,0.10000000149011612
Ganja,2020-11-30,4.95,95.56216,9.779817,2.400000050663948
Ganja,2020-12-01,6.25,84.32006,5.937272,0.7000000104308128
Ganja,2020-12-02,8.1,78.30486,6.87779,0.0
Ganja,2020-12-03,6.85,75.66502,1.484318,0.0
Ganja,2020-12-04,6.5,80.579,2.7416782,0.0
Ganja,2020-12-05,5.55,95.25059,8.12197,2.3000000342726707
Ganja,2020-12-06,5.3,71.69541,11.384199,1.5000000223517418
Ganja,2020-12-07,3.6,69.81145,5.692099,0.10000000149011612
Ganja,2020-12-08,2.7,71.447624,2.52,0.5000000074505806
Ganja,2020-12-09,2.85,78.90091,1.2979984,0.4000000059604645
Ganja,2020-12-10,2.9,90.50963,7.9932976,1.5000000298023224
Ganja,2020-12-11,1.0,87.13327,7.2805495,0.7000000104308128
Ganja,2020-12-12,3.45,78.138405,4.802999,0.0
Ganja,2020-12-13,4.85,76.68807,6.519877,0.0
Ganja,2020-12-14,5.7,71.515144,3.6,0.0
Ganja,2020-12-15,7.0,80.93269,3.6179552,0.7000000029802322
Ganja,2020-12-16,7.25,89.26388,4.379589,0.5000000149011612
Ganja,2020-12-17,7.75,87.77534,4.3349743,7.999999940395355
Ganja,2020-12-18,7.95,65.60311,7.2805495,1.0000000298023224
Ganja,2020-12-19,3.6,89.91797,4.3349743,0.0
Ganja,2020-12-20,6.45,68.39727,7.628263,0.0
Ganja,2020-12-21,6.15,70.58241,6.12,0.0
Ganja,2020-12-22,3.9,83.443756,4.452954,0.0
Ganja,2020-12-23,1.0,99.64094,10.44,4.8000000938773155
Ganja,2020-12-24,4.95,54.98349,11.384198,0.8000000268220901
Ganja,2020-12-25,2.95,72.024445,1.8,0.0
Ganja,2020-12-26,3.7,49.143593,3.219938,0.0
Ganja,2020-12-27,7.25,37.40438,5.3999996,0.0
Ganja,2020-12-28,5.55,43.517754,2.8799999,0.0
Ganja,2020-12-29,5.55,43.517754,2.2768397,0.0
Ganja,2020-12-30,3.4,55.392673,3.096837,0.0
Ganja,2020-12-31,5.05,38.34048,2.9024127,0.0
Ganja,2021-01-01,6.9,33.610138,4.2136917,0.0
Ganja,2021-01-02,7.6,33.821686,4.1046314,0.0
Ganja,2021-01-03,3.35,65.51986,4.73506,0.0
Ganja,2021-01-04,3.15,67.44222,3.6179552,0.0
Ganja,2021-01-05,2.85,64.43971,5.04,0.0
Ganja,2021-01-06,1.8,53.916733,7.7043357,0.0
Ganja,2021-01-07,3.2,41.338223,3.671294,0.0
Ganja,2021-01-08,7.75,27.334545,5.6002855,0.0
Ganja,2021-01-09,10.4,25.317194,6.638072,0.0
Ganja,2021-01-10,10.45,42.5534,5.4477882,0.0
Ganja,2021-01-11,9.05,68.454605,6.792466,0.0
Ganja,2021-01-12,6.8,81.762634,6.12,0.0
Ganja,2021-01-13,8.6,83.429184,2.2768397,0.0
Ganja,2021-01-14,14.2,57.197506,3.219938,0.0
Ganja,2021-01-15,7.4,62.48985,20.26899,0.0
Ganja,2021-01-16,6.55,61.165375,4.452954,0.0
Ganja,2021-01-17,8.3,67.335884,4.3498964,0.0
Ganja,2021-01-18,9.2,54.124664,18.089775,0.0
Ganja,2021-01-19,1.8,62.99809,15.530151,3.200000077486038
Ganja,2021-01-20,2.95,44.42964,16.29174,2.000000014901161
Ganja,2021-01-21,1.9,44.808918,4.379589,0.0
Ganja,2021-01-22,2.1,44.69436,3.319036,0.0
Ganja,2021-01-23,4.05,20.321487,2.9024127,0.0
Ganja,2021-01-24,4.85,18.426918,3.2399998,0.0
Ganja,2021-01-25,6.55,24.807531,1.8,0.0
Ganja,2021-01-26,7.65,26.455357,4.6938257,0.0
Ganja,2021-01-27,9.65,25.499651,1.835647,0.0
Ganja,2021-01-28,7.15,37.37414,5.154415,0.0
Ganja,2021-01-29,8.95,68.6754,6.193674,0.0
Ganja,2021-01-30,2.45,96.50148,7.208994,10.599999994039536
Ganja,2021-01-31,7.75,71.403114,11.212135,0.30000001192092896
Ganja,2021-02-01,9.65,62.57532,3.96,0.0
Ganja,2021-02-02,11.7,48.013664,6.1305785,0.0
Ganja,2021-02-03,13.5,40.56998,3.7585104,0.0
Ganja,2021-02-04,13.6,57.84325,3.8939953,0.0
Ganja,2021-02-05,13.75,54.179874,20.46941,0.20000000298023224
Ganja,2021-02-06,10.2,55.572937,2.9024127,0.0
Ganja,2021-02-07,9.95,61.5476,14.512064,0.0
Ganja,2021-02-08,7.9,81.33909,3.319036,0.0
Ganja,2021-02-09,14.75,49.039173,4.198285,0.0
Ganja,2021-02-10,17.0,44.137783,8.4042845,0.0
Ganja,2021-02-11,17.1,44.9422,7.928177,0.0
Ganja,2021-02-12,13.35,58.79235,1.9386592,0.0
Ganja,2021-02-13,11.8,51.05604,16.343367,0.0
Ganja,2021-02-14,11.15,48.553684,3.6179552,0.0
Ganja,2021-02-15,8.45,80.01177,4.3498964,0.0
Ganja,2021-02-16,4.1,86.81335,10.691453,1.7000000402331352
Ganja,2021-02-17,3.45,85.20643,3.7064266,4.300000078976154
Ganja,2021-02-18,1.75,66.38542,11.792404,7.400000020861626
Ganja,2021-02-19,4.0,55.972557,4.3498964,0.10000000149011612
Ganja,2021-02-20,2.35,73.78782,5.0142193,1.2000000327825546
Ganja,2021-02-21,4.85,57.04129,5.495161,1.9000000357627869
Ganja,2021-02-22,6.7,45.201126,16.055355,0.0
Ganja,2021-02-23,8.9,49.341152,17.935081,0.0
Ganja,2021-02-24,-3.55,80.62067,8.759178,0.9000000134110451
Ganja,2021-02-25,-1.3,63.945007,7.0911775,1.5000000298023224
Ganja,2021-02-26,7.25,47.617634,7.9932966,0.0
Ganja,2021-02-27,10.05,47.544994,11.269782,0.0
Ganja,2021-02-28,12.55,41.48078,6.9153743,0.0
Ganja,2021-03-01,7.25,49.78697,12.181625,0.30000000447034836
Ganja,2021-03-02,5.65,58.74693,9.779817,1.4000000283122063
Ganja,2021-03-03,9.35,48.929462,14.693999,0.0
Ganja,2021-03-04,9.05,43.41154,7.7879906,0.7999999895691872
Ganja,2021-03-05,9.45,55.375652,7.42159,0.10000000149011612
Ganja,2021-03-06,14.0,34.700546,3.319036,0.0
Ganja,2021-03-07,11.65,58.987568,13.570615,0.10000000149011612
Ganja,2021-03-08,0.8,83.97727,6.0347,2.2000000551342964
Ganja,2021-03-09,8.45,43.396034,6.489992,1.600000023841858
Ganja,2021-03-10,9.6,43.092937,2.8116899,0.30000000447034836
