City,Date,EVI
Ganja,2022-05-25,0.27550487147416136
Ganja,2022-06-10,0.2722358141680654
Ganja,2022-06-26,0.26354292510730076
Ganja,2022-07-12,0.23256012266087406
Ganja,2022-07-28,0.2309613329440465
Ganja,2022-08-13,0.21643532440105684
Ganja,2022-08-29,0.20373327721049586
Ganja,2022-09-14,0.19422539817998574
Ganja,2022-09-30,0.1930289486058521
Ganja,2022-10-16,0.16490852060357616
Ganja,2022-11-01,0.14474482016572754
Ganja,2022-11-17,0.13081583587067738
Ganja,2022-12-03,0.06220283196832633
Ganja,2022-12-19,0.1178955926574955
Ganja,2023-01-01,0.1083884223272606
Ganja,2023-01-17,0.1123920681079518
Ganja,2023-02-02,0.10915279702167953
Ganja,2023-02-18,0.11551528529076263
Ganja,2023-03-06,0.13837991128130245
Ganja,2023-03-22,0.18225144446721206
Ganja,2023-04-07,0.2538561190672751
Ganja,2023-04-23,0.27674123113725796
Ganja,2023-05-09,0.25408028325549586
Ganja,2023-05-25,0.2563390295940877
Ganja,2023-06-10,0.2804486140837328
Ganja,2023-06-26,0.29284310804445773
Ganja,2023-07-12,0.2755936294163422
Ganja,2023-07-28,0.24669560611282942
Ganja,2023-08-13,0.2128367386847238
Ganja,2023-08-29,0.21262281491071072
Ganja,2023-09-14,0.20919387957061591
Ganja,2023-09-30,0.19294345921194286
Ganja,2023-10-16,0.18910780144952122
Ganja,2023-11-01,0.16925758518527864
Ganja,2023-11-17,0.17159969992087876
Ganja,2023-12-03,0.15266760405260268
Ganja,2023-12-19,0.15091294855994733
Ganja,2024-01-01,0.137593197456444
Ganja,2024-01-17,0.1353028912300538
Ganja,2024-02-02,0.1432852603819353
Ganja,2024-02-18,0.14185084213867682
Ganja,2024-03-05,0.16968832996359404
Ganja,2024-03-21,0.22260399970467906
Ganja,2024-04-06,0.30036651898641725
Ganja,2024-04-22,0.3211569216060885
Ganja,2024-05-08,0.32993113787030115
Ganja,2024-05-24,0.32336165509268877
Ganja,2024-06-09,0.332244829967345
Ganja,2024-06-25,0.3109758095566357
Ganja,2024-07-11,0.28774649181925255
Ganja,2024-07-27,0.3079453545569655
Ganja,2024-08-12,0.30437218512284847
Ganja,2024-08-28,0.27263650552720153
Ganja,2024-09-13,0.22105169104841693
Ganja,2024-09-29,0.21798969961351625
Ganja,2024-10-15,0.17811316061791566
Ganja,2024-10-31,0.1810313551365523
Ganja,2024-11-16,0.17305442354644887
Ganja,2024-12-02,0.14126567146029467
Ganja,2024-12-18,0.14103523737460671
Ganja,2025-01-01,0.13951774491218652
Ganja,2025-01-17,0.13441427354834434
Ganja,2025-02-02,0.13907397203215216
Ganja,2025-02-18,0.14220383642926882
Ganja,2025-03-06,0.13773294282261364
Ganja,2025-03-22,0.27080471230481873
Ganja,2025-04-07,0.2894996542217285
Ganja,2025-04-23,0.3455382523233831
Ganja,2025-05-09,0.38671487043974856
Ganja,2025-05-25,0.32178280086716976
Ganja,2025-06-10,0.31565865849243385
Ganja,2025-06-26,0.2748162026415439
Ganja,2025-07-12,0.24329411083303004
Ganja,2025-07-28,0.23329393215986666
Ganja,2025-08-13,0.22740980112419398
Ganja,2025-08-29,0.19478913637158662
Ganja,2025-09-14,0.20242647793758542
Ganja,2025-09-30,0.19756894636330738
Ganja,2025-10-16,0.21915950880376442
Ganja,2025-11-01,0.20686611062241775
Ganja,2025-11-17,0.18044465704792098
Ganja,2025-12-03,0.15597658070097017
Ganja,2025-12-19,0.152208463616851
Ganja,2026-01-01,0.14700040928340746
Ganja,2026-01-17,0.13521324916141297
Ganja,2026-02-02,0.1420502252809795
Ganja,2026-02-18,0.15628068448542087
Ganja,2026-03-06,0.1870868088826879
Ganja,2026-03-22,0.25591150626747794
Baku,2020-01-01,0.118742754875727
Baku,2020-01-17,0.14800869093754437
Baku,2020-02-02,0.1513247141143271
Baku,2020-02-18,0.13722004787763456
Baku,2020-03-05,0.13178285173675114
Baku,2020-03-21,0.15386196577861747
Baku,2020-04-06,0.14621238550381901
Baku,2020-04-22,0.13356181300070222
Baku,2020-05-08,0.11876165238284185
Baku,2020-05-24,0.11200182808549944
Baku,2020-06-09,0.11006836800321523
Baku,2020-06-25,0.11417096403462974
Baku,2020-07-11,0.10608824469962799
Baku,2020-07-27,0.12562110728301717
Baku,2020-08-12,0.10963097016461407
Baku,2020-08-28,0.1151327715548784
Baku,2020-09-13,0.10663784168558442
Baku,2020-09-29,0.09797806298869675
Baku,2020-10-15,0.1118081179861296
Baku,2020-10-31,0.08752828008420792
Baku,2020-11-16,0.08782915617553065
Baku,2020-12-02,0.10221045322801603
Baku,2020-12-18,0.12144311917636394
Baku,2021-01-01,0.11387077022313331
Baku,2021-01-17,0.11952665795701124
Baku,2021-02-02,0.10347900958272652
Baku,2021-02-18,0.13322765411099874
Baku,2021-03-06,0.1474615487607265
Baku,2021-03-22,0.14525962548804608
Baku,2021-04-07,0.16329462729235897
Baku,2021-04-23,0.16352402756888243
Baku,2021-05-09,0.13347999162966004
Baku,2021-05-25,0.1164965470923922
Baku,2021-06-10,0.11643147808286315
Baku,2021-06-26,0.10817084369599698
Baku,2021-07-12,0.11019235035414607
Baku,2021-07-28,0.11776913569757635
Baku,2021-08-13,0.10867817118110115
Baku,2021-08-29,0.1138005133020274
Baku,2021-09-14,0.11346507140876652
Baku,2021-09-30,0.10838282669698839
Baku,2021-10-16,0.1382290990736786
Baku,2021-11-01,0.13825167429652443
Baku,2021-11-17,0.12986327504651998
Baku,2021-12-03,0.12902591438283872
Baku,2021-12-19,0.12144762757322917
Baku,2022-01-01,0.12012639033223382
Baku,2022-01-17,0.12339897874870778
Baku,2022-02-02,0.12311441118919429
Baku,2022-02-18,0.09812035838017844
Baku,2022-03-06,0.0677231746276156
Baku,2022-03-22,0.11786602200574264
Baku,2022-04-07,0.1022027888194025
Baku,2022-04-23,0.11535150048616549
Baku,2022-05-09,0.12529198282564638
Baku,2022-05-25,0.1112039470172228
Baku,2022-06-10,0.10787755158740027
Baku,2022-06-26,0.11294437942974157
Baku,2022-07-12,0.10657923433009922
Baku,2022-07-28,0.10302932890345319
Baku,2022-08-13,0.11367951632793784
Baku,2022-08-29,0.09501579045049674
Baku,2022-09-14,0.11241430963643227
Baku,2022-09-30,0.09062487600149291
Baku,2022-10-16,0.11140433748563772
Baku,2022-11-01,0.11641720560611926
Baku,2022-11-17,0.12239152996927187
Baku,2022-12-03,0.11168730246824592
Baku,2022-12-19,0.14054203911001556
Baku,2023-01-01,0.1134943602698498
Baku,2023-01-17,0.13779965905047514
Baku,2023-02-02,0.14417482259547862
Baku,2023-02-18,0.1331274469826294
Baku,2023-03-06,0.1324181765623974
Baku,2023-03-22,0.12215240322990767
Baku,2023-04-07,0.13440765074812033
Baku,2023-04-23,0.143689426348238
Baku,2023-05-09,0.11201333406453454
Baku,2023-05-25,0.11146095209722925
Baku,2023-06-10,0.11750985474898465
Baku,2023-06-26,0.12348730234789036
Baku,2023-07-12,0.11926001890073179
Baku,2023-07-28,0.11151786633376262
Baku,2023-08-13,0.10934014872762926
Baku,2023-08-29,0.11040647426483106
Baku,2023-09-14,0.12048835996240385
Baku,2023-09-30,0.10796231263313212
Baku,2023-10-16,0.10650907791871855
Baku,2023-11-01,0.0960031989564495
Baku,2023-11-17,0.0961177340875178
Baku,2023-12-03,0.08417509642975533
Baku,2023-12-19,0.09253707015156581
Baku,2024-01-01,0.0835507132157746
Baku,2024-01-17,0.08960855378991808
Baku,2024-02-02,0.08948597115331952
Baku,2024-02-18,0.08812612404581531
Baku,2024-03-05,0.08069761012008245
Baku,2024-03-21,0.1293133990795778
Baku,2024-04-06,0.12427994323036211
Baku,2024-04-22,0.12299525922226599
Baku,2024-05-08,0.11773434937613834
Baku,2024-05-24,0.10674845973865804
Baku,2024-06-09,0.11343985184330892
Baku,2024-06-25,0.11349302120828246
Baku,2024-07-11,0.11065355083668157
Baku,2024-07-27,0.11665845567442189
Baku,2024-08-12,0.11700090644541532
Baku,2024-08-28,0.09976552713105984
Baku,2024-09-13,0.10393452107610059
Baku,2024-09-29,0.11394276520189395
Baku,2024-10-15,0.07932664697324807
Baku,2024-10-31,0.13269932029711046
Baku,2024-11-16,0.1127879081432965
Baku,2024-12-02,0.13732585344506587
Baku,2024-12-18,0.15790658126964183
Baku,2025-01-01,0.15971776089525075
Baku,2025-01-17,0.13850799673061703
Baku,2025-02-02,0.14448381429098714
Baku,2025-02-18,0.11472528591937076
Baku,2025-03-06,0.1611868383097396
Baku,2025-03-22,0.18161072807697362
Baku,2025-04-07,0.1632255978889469
Baku,2025-04-23,0.1385845062476414
Baku,2025-05-09,0.1466059996937288
Baku,2025-05-25,0.12187349781603876
Baku,2025-06-10,0.1190415067619627
Baku,2025-06-26,0.1038844985964955
Baku,2025-07-12,0.10560667205510445
Baku,2025-07-28,0.11332814053640564
Baku,2025-08-13,0.11889193664543568
Baku,2025-08-29,0.1151501855949332
Baku,2025-09-14,0.1026713417221761
Baku,2025-09-30,0.1249391265623319
Baku,2025-10-16,0.08288334036788193
Baku,2025-11-01,0.10026095980261873
Baku,2025-11-17,0.09687594440001636
Baku,2025-12-03,0.07582333391168473
Baku,2025-12-19,0.10202835841504856
Baku,2026-01-01,0.09008272903252033
Baku,2026-01-17,0.09533523404851903
Baku,2026-02-02,0.08986888889854591
Baku,2026-02-18,0.11166162969004627
Baku,2026-03-06,0.11472907663485879
Baku,2026-03-22,0.14399209527438944
Zaqatala,2020-01-01,0.16476782309504084
Zaqatala,2020-01-17,0.14196600370082768
Zaqatala,2020-02-02,0.13692253634219256
Zaqatala,2020-02-18,0.15129437720441083
Zaqatala,2020-03-05,0.18788896134622507
Zaqatala,2020-03-21,0.24114567376345822
Zaqatala,2020-04-06,0.298543964314247
Zaqatala,2020-04-22,0.3959146307403397
Zaqatala,2020-05-08,0.4981474595329388
Zaqatala,2020-05-24,0.5465818870303855
Zaqatala,2020-06-09,0.5106952634630457
Zaqatala,2020-06-25,0.5365205222692471
Zaqatala,2020-07-11,0.4920376131021748
Zaqatala,2020-07-27,0.5254256770930089
Zaqatala,2020-08-12,0.44647616696965436
Zaqatala,2020-08-28,0.5111332663068985
Zaqatala,2020-09-13,0.47139682337731614
Zaqatala,2020-09-29,0.36854707014659366
Zaqatala,2020-10-15,0.34012725949377964
Zaqatala,2020-10-31,0.2750740632363923
Zaqatala,2020-11-16,0.22067502290011184
Zaqatala,2020-12-02,0.18260335622890284
Zaqatala,2020-12-18,0.1705779341534478
Zaqatala,2021-01-01,0.14843601966605902
Zaqatala,2021-01-17,0.15355678733157133
Zaqatala,2021-02-02,0.16098751639975137
Zaqatala,2021-02-18,0.14875812495944432
Zaqatala,2021-03-06,0.15155197885984084
Zaqatala,2021-03-22,0.22907451099837783
Zaqatala,2021-04-07,0.34574910689874194
Zaqatala,2021-04-23,0.5104774472561641
Zaqatala,2021-05-09,0.5823578669958894
Zaqatala,2021-05-25,0.542799768835788
Zaqatala,2021-06-10,0.6120439086255838
Zaqatala,2021-06-26,0.5289758978242348
Zaqatala,2021-07-12,0.5959177059942604
Zaqatala,2021-07-28,0.536006406505921
Zaqatala,2021-08-13,0.5016256365849844
Zaqatala,2021-08-29,0.4630972991491942
Zaqatala,2021-09-14,0.4319929330672022
Zaqatala,2021-09-30,0.3718689952332008
Zaqatala,2021-10-16,0.3297554580713326
Zaqatala,2021-11-01,0.24246289878572544
Zaqatala,2021-11-17,0.21427205609323732
Zaqatala,2021-12-03,0.18865510205653185
Zaqatala,2021-12-19,0.1864676718481367
Zaqatala,2022-01-01,0.17574250689417517
Zaqatala,2022-01-17,0.15795344128889588
Zaqatala,2022-02-02,0.16049451115123636
Zaqatala,2022-02-18,0.17668369714739662
Zaqatala,2022-03-06,0.17007194844532728
Zaqatala,2022-03-22,0.1904379284160771
Zaqatala,2022-04-07,0.40491894564093445
Zaqatala,2022-04-23,0.43903067584638006
Zaqatala,2022-05-09,0.5319074389077998
Zaqatala,2022-05-25,0.5642136834803265
Zaqatala,2022-06-10,0.5882575398916201
Zaqatala,2022-06-26,0.596579171670126
Zaqatala,2022-07-12,0.5412081147719457
Zaqatala,2022-07-28,0.5263019120300746
Zaqatala,2022-08-13,0.4523054893702959
Zaqatala,2022-08-29,0.42063913975327727
Zaqatala,2022-09-14,0.41762302685749203
Zaqatala,2022-09-30,0.4084133896392246
Zaqatala,2022-10-16,0.33952598003944434
Zaqatala,2022-11-01,0.29691396084256466
Zaqatala,2022-11-17,0.2204604858913714
Zaqatala,2022-12-03,0.14142106465465462
Zaqatala,2022-12-19,0.18561118426942416
Zaqatala,2023-01-01,0.17020540464215475
Zaqatala,2023-01-17,0.1762727791073927
Zaqatala,2023-02-02,0.1314192645583376
Zaqatala,2023-02-18,0.13679002391696884
Zaqatala,2023-03-06,0.18868384777692176
Zaqatala,2023-03-22,0.23178731325001314
Zaqatala,2023-04-07,0.38930642983949043
Zaqatala,2023-04-23,0.518206423561931
Zaqatala,2023-05-09,0.49972790550812435
Zaqatala,2023-05-25,0.5236151949705307
Zaqatala,2023-06-10,0.602927021122409
Zaqatala,2023-06-26,0.5673617511863707
Zaqatala,2023-07-12,0.5755654448785885
Zaqatala,2023-07-28,0.5086245567460773
Zaqatala,2023-08-13,0.48423391477088007
Zaqatala,2023-08-29,0.45392853740961486
Zaqatala,2023-09-14,0.437263961992735
Zaqatala,2023-09-30,0.3652396748263753
Zaqatala,2023-10-16,0.3331410272061134
Zaqatala,2023-11-01,0.27930565231493054
Zaqatala,2023-11-17,0.23266876467617081
Zaqatala,2023-12-03,0.22589895646053476
Zaqatala,2023-12-19,0.18166985970305916
Zaqatala,2024-01-01,0.1794061782591348
Zaqatala,2024-01-17,0.17202523435257683
Zaqatala,2024-02-02,0.17388711092409023
Zaqatala,2024-02-18,0.13699244663876944
Zaqatala,2024-03-05,0.17438546309294992
Zaqatala,2024-03-21,0.25266512051098433
Zaqatala,2024-04-06,0.37948138125256325
Zaqatala,2024-04-22,0.5162046071363214
Zaqatala,2024-05-08,0.5916069048379662
Zaqatala,2024-05-24,0.567349030719178
Zaqatala,2024-06-09,0.6024617007684884
Zaqatala,2024-06-25,0.5853336803889249
Zaqatala,2024-07-11,0.5878435621358953
Zaqatala,2024-07-27,0.5252243948126839
Zaqatala,2024-08-12,0.5226227183884922
Zaqatala,2024-08-28,0.43223846467875976
Zaqatala,2024-09-13,0.3757362722707768
Zaqatala,2024-09-29,0.4007274488058128
Zaqatala,2024-10-15,0.2983964681028659
Zaqatala,2024-10-31,0.2826998742711473
Zaqatala,2024-11-16,0.23101526066193484
Zaqatala,2024-12-02,0.16098911281496575
Zaqatala,2024-12-18,0.15996680679403832
Zaqatala,2025-01-01,0.1620206213818146
Zaqatala,2025-01-17,0.1435291017057148
Zaqatala,2025-02-02,0.1753176858415774
Zaqatala,2025-02-18,0.0906146485264289
Zaqatala,2025-03-06,0.16152871694831972
Zaqatala,2025-03-22,0.36399566221413665
Zaqatala,2025-04-07,0.4234497261069286
Zaqatala,2025-04-23,0.5362195653362657
Zaqatala,2025-05-09,0.608149253000052
Zaqatala,2025-05-25,0.5394618015055486
Zaqatala,2025-06-10,0.6353984003870777
Zaqatala,2025-06-26,0.5443296076545171
Zaqatala,2025-07-12,0.5271153491260668
Zaqatala,2025-07-28,0.5191163555293759
Zaqatala,2025-08-13,0.550191500204416
Zaqatala,2025-08-29,0.4145154862848168
Zaqatala,2025-09-14,0.51279736725479
Zaqatala,2025-09-30,0.3514571996202673
Zaqatala,2025-10-16,0.31113386472807214
Zaqatala,2025-11-01,0.2885891500592515
Zaqatala,2025-11-17,0.22777517823446053
Zaqatala,2025-12-03,0.2008601844796995
Zaqatala,2025-12-19,0.16916168678112287
Zaqatala,2026-01-01,0.13904075548667275
Zaqatala,2026-01-17,0.12931430349570427
Zaqatala,2026-02-02,0.14673563761385358
Zaqatala,2026-02-18,0.1625367180890688
Zaqatala,2026-03-06,0.21905943598315172
Zaqatala,2026-03-22,0.26863833138945453
Lankaran,2020-01-01,0.19871475177800443
Lankaran,2020-01-17,0.20146841849172104
Lankaran,2020-02-02,0.2623725792306918
Lankaran,2020-02-18,0.21661466761406487
Lankaran,2020-03-05,0.25539413223278684
Lankaran,2020-03-21,0.24985935580446478
Lankaran,2020-04-06,0.2861159007802329
Lankaran,2020-04-22,0.29991174355381595
Lankaran,2020-05-08,0.4406659370849076
Lankaran,2020-05-24,0.45998364884641807
Lankaran,2020-06-09,0.36285572168088476
Lankaran,2020-06-25,0.35535865127463445
Lankaran,2020-07-11,0.3344487695170007
Lankaran,2020-07-27,0.2691416788483333
Lankaran,2020-08-12,0.32532769024958275
Lankaran,2020-08-28,0.33389208105241963
Lankaran,2020-09-13,0.30864757367484835
Lankaran,2020-09-29,0.3723323361283622
Lankaran,2020-10-15,0.35570836251439447
Lankaran,2020-10-31,0.2439541601824311
Lankaran,2020-11-16,0.17074864279116247
Lankaran,2020-12-02,0.06910695106550348
Lankaran,2020-12-18,0.22296157506477035
Lankaran,2021-01-01,0.18866539016419448
Lankaran,2021-01-17,0.22177740946441346
Lankaran,2021-02-02,0.17452971504060352
Lankaran,2021-02-18,0.24560518583800522
Lankaran,2021-03-06,0.24017368542473808
Lankaran,2021-03-22,0.3465735185729205
Lankaran,2021-04-07,0.44110912395045043
Lankaran,2021-04-23,0.4579942520558727
Lankaran,2021-05-09,0.4524666076148664
Lankaran,2021-05-25,0.3565905731757285
Lankaran,2021-06-10,0.42384084431234414
Lankaran,2021-06-26,0.2895643909975834
Lankaran,2021-07-12,0.40527049114845093
Lankaran,2021-07-28,0.3052839550615761
Lankaran,2021-08-13,0.33225149120728875
Lankaran,2021-08-29,0.33378938614958037
Lankaran,2021-09-14,0.39690650177782344
Lankaran,2021-09-30,0.2058501603731747
Lankaran,2021-10-16,0.38957587724648424
Lankaran,2021-11-01,0.3363306648572974
Lankaran,2021-11-17,0.28927755695265833
Lankaran,2021-12-03,0.2489820917951207
Lankaran,2021-12-19,0.28375064286522794
Lankaran,2022-01-01,0.2512392328018793
Lankaran,2022-01-17,0.26423802446030026
Lankaran,2022-02-02,0.2531001839942189
Lankaran,2022-02-18,0.25658051137056426
Lankaran,2022-03-06,0.15651747863560017
Lankaran,2022-03-22,0.27728662748564326
Lankaran,2022-04-07,0.3957434513886829
Lankaran,2022-04-23,0.30477675728816533
Lankaran,2022-05-09,0.4872035642955052
Lankaran,2022-05-25,0.3989085970870472
Lankaran,2022-06-10,0.42976243128370945
Lankaran,2022-06-26,0.3444050643174382
Lankaran,2022-07-12,0.37627864692369517
Lankaran,2022-07-28,0.3521417968306603
Lankaran,2022-08-13,0.3901730968654179
Lankaran,2022-08-29,0.36721955133698525
Lankaran,2022-09-14,0.38595015691884005
Lankaran,2022-09-30,0.22611838805133386
Lankaran,2022-10-16,0.4092478602435291
Lankaran,2022-11-01,0.3528939402579031
Lankaran,2022-11-17,0.22220309023069992
Lankaran,2022-12-03,0.16549740581509098
Lankaran,2022-12-19,0.16662102192226041
Lankaran,2023-01-01,0.13474427515294998
Lankaran,2023-01-17,0.23920842438602555
Lankaran,2023-02-02,0.25290285914026056
Lankaran,2023-02-18,0.2440737886609968
Lankaran,2023-03-06,0.25045400755591146
Lankaran,2023-03-22,0.3651162823768528
Lankaran,2023-04-07,0.4267176384940237
Lankaran,2023-04-23,0.40338279284526374
Lankaran,2023-05-09,0.41445818584367655
Lankaran,2023-05-25,0.3446657210830943
Lankaran,2023-06-10,0.4412921772468979
Lankaran,2023-06-26,0.39702034043744655
Lankaran,2023-07-12,0.34566661605493054
Lankaran,2023-07-28,0.3924809392030169
Lankaran,2023-08-13,0.3449376233429558
Lankaran,2023-08-29,0.3833399966480507
Lankaran,2023-09-14,0.3685971403563935
Lankaran,2023-09-30,0.42500859278687186
Lankaran,2023-10-16,0.37113199142543896
Lankaran,2023-11-01,0.35239999403015404
Lankaran,2023-11-17,0.32709218205041746
Lankaran,2023-12-03,0.31481896364703205
Lankaran,2023-12-19,0.27949626264240013
Lankaran,2024-01-01,0.23529545681527259
Lankaran,2024-01-17,0.15152409924847748
Lankaran,2024-02-02,0.2583674663625938
Lankaran,2024-02-18,0.14462903522332526
Lankaran,2024-03-05,0.15653166721550515
Lankaran,2024-03-21,0.27806749050914026
Lankaran,2024-04-06,0.38394931563769147
Lankaran,2024-04-22,0.36610327038080803
Lankaran,2024-05-08,0.42580662436643335
Lankaran,2024-05-24,0.44994014590302045
Lankaran,2024-06-09,0.4455055420292135
Lankaran,2024-06-25,0.41436582081091505
Lankaran,2024-07-11,0.3346444213346826
Lankaran,2024-07-27,0.4577793720085941
Lankaran,2024-08-12,0.404658289678598
Lankaran,2024-08-28,0.35854321602324757
Lankaran,2024-09-13,0.2634248936643746
Lankaran,2024-09-29,0.3512994694403525
Lankaran,2024-10-15,0.193375898193049
Lankaran,2024-10-31,0.27210975036314783
Lankaran,2024-11-16,0.26883310369852753
Lankaran,2024-12-02,0.15630873866468534
Lankaran,2024-12-18,0.23008277227238916
Lankaran,2025-01-01,0.21352890746986639
Lankaran,2025-01-17,0.23896596134506345
Lankaran,2025-02-02,0.22968611061175812
Lankaran,2025-02-18,0.19145293627961443
Lankaran,2025-03-06,0.24182436984635144
Lankaran,2025-03-22,0.3663893209738958
Lankaran,2025-04-07,0.337013261434586
Lankaran,2025-04-23,0.334505716321429
Lankaran,2025-05-09,0.4650313207465908
Lankaran,2025-05-25,0.3608259748691048
Lankaran,2025-06-10,0.44709276320543595
Lankaran,2025-06-26,0.2732805294278533
Lankaran,2025-07-12,0.2759607909007981
Lankaran,2025-07-28,0.2341463143538873
Lankaran,2025-08-13,0.3691304633224017
Lankaran,2025-08-29,0.3193570829395284
Lankaran,2025-09-14,0.4030639350477306
Lankaran,2025-09-30,0.41834318831703715
Lankaran,2025-10-16,0.33488667242507353
Lankaran,2025-11-01,0.34373109711157185
Lankaran,2025-11-17,0.3463475801283767
Lankaran,2025-12-03,0.22945808513858615
Lankaran,2025-12-19,0.30591455337894735
Lankaran,2026-01-01,0.26793017027007404
Lankaran,2026-01-17,0.13331513034085787
Lankaran,2026-02-02,0.14847395762061097
Lankaran,2026-02-18,0.27410998377331874
Lankaran,2026-03-06,0.2773130099519059
Lankaran,2026-03-22,0.35126850461604386
Shaki,2020-01-01,0.14355726597822446
Shaki,2020-01-17,0.12225555611457406
Shaki,2020-02-02,0.12116849466234687
Shaki,2020-02-18,0.13924063095878159
Shaki,2020-03-05,0.16824631448619903
Shaki,2020-03-21,0.22047155953285688
Shaki,2020-04-06,0.27305231615655495
Shaki,2020-04-22,0.37097200062541885
Shaki,2020-05-08,0.451131948504596
Shaki,2020-05-24,0.45779581610376247
Shaki,2020-06-09,0.41616521012756313
Shaki,2020-06-25,0.41383000206685766
Shaki,2020-07-11,0.3782528728235075
Shaki,2020-07-27,0.40738732120053045
Shaki,2020-08-12,0.36086053593729783
Shaki,2020-08-28,0.3989251885193267
Shaki,2020-09-13,0.3756776595591382
Shaki,2020-09-29,0.3162064429104123
Shaki,2020-10-15,0.2668580776699606
Shaki,2020-10-31,0.20961016618778822
Shaki,2020-11-16,0.1753639786294118
Shaki,2020-12-02,0.10450025982589457
Shaki,2020-12-18,0.11839446950872422
Shaki,2021-01-01,0.14197498279005927
Shaki,2021-01-17,0.14422582878453943
Shaki,2021-02-02,0.14922971819035907
Shaki,2021-02-18,0.13865676230515261
Shaki,2021-03-06,0.16458703171711056
Shaki,2021-03-22,0.2483493804408261
Shaki,2021-04-07,0.3377361409498191
Shaki,2021-04-23,0.4765898010545911
Shaki,2021-05-09,0.46665363957438216
Shaki,2021-05-25,0.4312815601754648
Shaki,2021-06-10,0.4409873907867118
Shaki,2021-06-26,0.3953011480239207
Shaki,2021-07-12,0.4047380193029114
Shaki,2021-07-28,0.39067396243056973
Shaki,2021-08-13,0.34237065522150073
Shaki,2021-08-29,0.3168224831665607
Shaki,2021-09-14,0.3223376620938515
Shaki,2021-09-30,0.2783246072157276
Shaki,2021-10-16,0.25739811880513763
Shaki,2021-11-01,0.21004987985855955
Shaki,2021-11-17,0.18904568285880038
Shaki,2021-12-03,0.1743267724193221
Shaki,2021-12-19,0.17785895460346704
Shaki,2022-01-01,0.1702470644046291
Shaki,2022-01-17,0.15846594521262156
Shaki,2022-02-02,0.15912282286884702
Shaki,2022-02-18,0.17763394957119616
Shaki,2022-03-06,0.1745307613993092
Shaki,2022-03-22,0.18167762581255256
Shaki,2022-04-07,0.29824053636308245
Shaki,2022-04-23,0.35265476057320133
Shaki,2022-05-09,0.41288744793590587
Shaki,2022-05-25,0.4293764455368112
Shaki,2022-06-10,0.431067346452912
Shaki,2022-06-26,0.4203769843264284
Shaki,2022-07-12,0.37703887133386993
Shaki,2022-07-28,0.3594082853353197
Shaki,2022-08-13,0.34513928247468634
Shaki,2022-08-29,0.299138423870054
Shaki,2022-09-14,0.30596119517275283
Shaki,2022-09-30,0.27337800065973666
Shaki,2022-10-16,0.2462786526511011
Shaki,2022-11-01,0.21097963589787452
Shaki,2022-11-17,0.18435798438302853
Shaki,2022-12-03,0.10423878172548494
Shaki,2022-12-19,0.15719670378588135
Shaki,2023-01-01,0.1501078050175116
Shaki,2023-01-17,0.15629513372558437
Shaki,2023-02-02,0.1297182125717084
Shaki,2023-02-18,0.1295778125734715
Shaki,2023-03-06,0.20542127457790235
Shaki,2023-03-22,0.2325952294710555
Shaki,2023-04-07,0.35645092468760836
Shaki,2023-04-23,0.3939302029179317
