latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
40.13216,48.48513,312.94,1.78,1.31,2026-02-25,1157,Aqua,MODIS,73,6.1NRT,290.94,25.39,D
40.0789,47.92045,329.83,1.64,1.26,2026-02-25,1157,Aqua,MODIS,86,6.1NRT,290.49,59.04,D
40.07709,47.90176,302.27,1.64,1.26,2026-02-25,1157,Aqua,MODIS,51,6.1NRT,289.05,9.11,D
40.2005,48.01054,301.32,1.67,1.27,2026-02-25,1157,Aqua,MODIS,46,6.1NRT,290.55,6.42,D
40.20261,47.77476,301.66,1.62,1.25,2026-02-25,1157,Aqua,MODIS,48,6.1NRT,290.69,6.94,D
40.23663,48.01722,302.86,1.67,1.27,2026-02-25,1157,Aqua,MODIS,54,6.1NRT,289.78,8.3,D
40.22325,47.31599,307.72,1.52,1.22,2026-02-25,1157,Aqua,MODIS,66,6.1NRT,290.09,13.14,D
40.22637,47.30981,304.07,1.52,1.22,2026-02-25,1157,Aqua,MODIS,58,6.1NRT,290.09,8.33,D
40.43155,48.03199,320.8,1.68,1.28,2026-02-25,1157,Aqua,MODIS,80,6.1NRT,286.76,39.23,D
40.42975,48.01271,318.72,1.68,1.27,2026-02-25,1157,Aqua,MODIS,79,6.1NRT,290.22,34.79,D
39.88428,49.05293,311.29,1.04,1.02,2026-02-27,1134,Aqua,MODIS,48,6.1NRT,283.23,12.92,D
39.97558,48.76592,304.46,1.03,1.01,2026-02-27,1134,Aqua,MODIS,55,6.1NRT,283.1,7.92,D
40.03645,48.81199,313.22,1.03,1.02,2026-02-27,1134,Aqua,MODIS,73,6.1NRT,282.93,14.58,D
40.03487,48.8003,318.86,1.03,1.01,2026-02-27,1134,Aqua,MODIS,79,6.1NRT,283.38,19.79,D
40.06033,48.44043,317.72,1.02,1.01,2026-02-27,1134,Aqua,MODIS,78,6.1NRT,285.07,17.04,D
40.05873,48.42891,300.8,1.02,1.01,2026-02-27,1134,Aqua,MODIS,42,6.1NRT,284.66,5,D
40.15428,48.99612,359.87,1.04,1.02,2026-02-27,1134,Aqua,MODIS,87,6.1NRT,286.62,92.52,D
40.16156,48.98218,307.41,1.04,1.02,2026-02-27,1134,Aqua,MODIS,57,6.1NRT,283.79,9.12,D
40.08984,48.45724,303.35,1.02,1.01,2026-02-27,1134,Aqua,MODIS,56,6.1NRT,285.43,6.38,D
40.30676,48.35182,311.39,1.02,1.01,2026-02-27,1134,Aqua,MODIS,71,6.1NRT,288.35,10.52,D
40.34106,48.40339,303.48,1.02,1.01,2026-02-27,1134,Aqua,MODIS,56,6.1NRT,285.58,4.94,D
40.3706,48.42029,304.55,1.02,1.01,2026-02-27,1134,Aqua,MODIS,57,6.1NRT,288.57,6.02,D
40.369,48.40869,307.17,1.02,1.01,2026-02-27,1134,Aqua,MODIS,65,6.1NRT,288.87,7.63,D
39.84478,48.94728,300.45,2.65,1.56,2026-03-03,1051,Aqua,MODIS,37,6.1NRT,289.09,15.09,D
39.6092,48.83103,306.97,1.58,1.24,2026-03-06,1106,Aqua,MODIS,65,6.1NRT,288.64,12.88,D
41.22206,45.38465,303.9,1.36,1.15,2026-03-09,1123,Aqua,MODIS,34,6.1NRT,287.07,8.72,D
41.22974,45.3763,312.91,1.36,1.15,2026-03-09,1123,Aqua,MODIS,56,6.1NRT,287.4,18.87,D
40.21271,47.9893,303.15,1.04,1.02,2026-03-12,1140,Aqua,MODIS,55,6.1NRT,289,4.83,D
40.37847,47.51436,300.73,1.02,1.01,2026-03-12,1140,Aqua,MODIS,40,6.1NRT,287.27,4.4,D
39.82487,48.27337,313.89,1.24,1.11,2026-03-14,1119,Aqua,MODIS,74,6.1NRT,288.75,17.4,D
39.82234,48.25949,301.62,1.25,1.11,2026-03-14,1119,Aqua,MODIS,26,6.1NRT,286.97,6.29,D
40.15681,48.20417,304.99,1.24,1.11,2026-03-14,1119,Aqua,MODIS,60,6.1NRT,288.06,7.93,D
40.12996,47.55371,305.62,1.33,1.14,2026-03-14,1119,Aqua,MODIS,0,6.1NRT,278.05,12.48,D
40.00075,47.5238,302.33,2.6,1.55,2026-03-16,1643,Terra,MODIS,48,6.1NRT,277.13,35.87,N
39.57128,48.87859,302.05,1.01,1,2026-03-17,1134,Aqua,MODIS,50,6.1NRT,288.75,3.98,D
39.56968,48.86726,301.53,1.01,1,2026-03-17,1134,Aqua,MODIS,47,6.1NRT,288.21,3.78,D
39.82457,48.38843,306.04,1,1,2026-03-17,1134,Aqua,MODIS,63,6.1NRT,288.27,6.42,D
40.42251,48.04397,307.74,1,1,2026-03-17,1134,Aqua,MODIS,66,6.1NRT,293.07,5.79,D
39.83145,48.24364,310.38,1.03,1.02,2026-03-22,1130,Aqua,MODIS,70,6.1NRT,290.02,9.15,D
40.08592,47.85564,314.58,1.05,1.02,2026-03-22,1130,Aqua,MODIS,73,6.1NRT,288.52,14.35,D
40.26728,48.47392,310.35,1.02,1.01,2026-03-22,1130,Aqua,MODIS,68,6.1NRT,294.27,7.38,D
39.94735,47.87471,305.86,1.03,1.01,2026-04-01,0616,Terra,MODIS,62,6.1NRT,292.47,6.08,D
39.55416,48.7945,309.94,1.53,1.22,2026-04-02,1157,Aqua,MODIS,67,6.1NRT,296.27,11.54,D
39.95976,46.14141,303.38,1.51,1.21,2026-04-03,0557,Terra,MODIS,31,6.1NRT,288.1,5.68,D
40.1321,49.0079,308.46,2.52,1.53,2026-04-03,1058,Aqua,MODIS,60,6.1NRT,294.75,18.57,D
39.67435,47.61309,303.4,1.03,1.01,2026-04-04,1134,Aqua,MODIS,43,6.1NRT,290.51,4.37,D
39.82296,48.2146,312.67,1.01,1,2026-04-04,1134,Aqua,MODIS,73,6.1NRT,292.43,9.9,D
39.60017,44.96152,303.29,1.04,1.02,2026-04-06,0616,Terra,MODIS,55,6.1NRT,291.06,4.36,D
40.19476,49.46134,306.61,1.08,1.04,2026-04-08,0557,Terra,MODIS,60,6.1NRT,289.8,6.8,D
40.19325,49.47367,305.28,1.08,1.04,2026-04-08,0557,Terra,MODIS,53,6.1NRT,289.8,5.83,D
40.03813,47.8662,326.69,3.71,1.8,2026-04-08,1051,Aqua,MODIS,84,6.1NRT,292.48,142.94,D
40.05311,47.8594,308.19,3.71,1.8,2026-04-08,1051,Aqua,MODIS,56,6.1NRT,293.19,35.44,D
40.19768,49.46884,302.89,1.14,1.06,2026-04-08,1658,Terra,MODIS,52,6.1NRT,280.62,10.95,N
40.13266,49.01891,302.49,1.08,1.04,2026-04-16,0614,Terra,MODIS,46,6.1NRT,291.44,3.69,D
40.88667,46.29661,305.5,3.16,1.68,2026-04-16,1102,Aqua,MODIS,55,6.1NRT,295.21,20.82,D
39.03082,46.72303,307.85,1.05,1.02,2026-04-17,1138,Aqua,MODIS,59,6.1NRT,295.6,6.17,D
39.93935,48.40107,305.83,1,1,2026-04-17,1138,Aqua,MODIS,52,6.1NRT,295.68,3.73,D
40.11815,48.62001,308.16,1.01,1,2026-04-17,1138,Aqua,MODIS,61,6.1NRT,294.65,5.32,D
41.2351,47.09991,308.02,1.05,1.02,2026-04-25,1149,Aqua,MODIS,60,6.1NRT,294.45,7.33,D
41.23352,47.0879,306.14,1.05,1.02,2026-04-25,1149,Aqua,MODIS,54,6.1NRT,293.5,5.86,D
