latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
40.4183,47.4493,301.1,1.3,1.1,2012-02-20,0941,Aqua,MODIS,44,6.03,286,6.9,D,0
39.2516,46.7231,315.8,1.1,1.1,2012-02-23,1011,Aqua,MODIS,76,6.03,290.9,15.3,D,0
39.25,46.7103,309.5,1.1,1.1,2012-02-23,1011,Aqua,MODIS,69,6.03,289,9.7,D,0
40.3432,47.2605,305.7,1.2,1.1,2012-02-23,1012,Aqua,MODIS,62,6.03,288.4,8.6,D,0
40.5906,47.4714,303.2,1.2,1.1,2012-02-23,1012,Aqua,MODIS,55,6.03,285.7,7.1,D,0
40.6005,47.4695,308.9,1.2,1.1,2012-02-23,1012,Aqua,MODIS,68,6.03,286.2,12.3,D,0
40.7639,46.9475,302.4,1.2,1.1,2012-02-23,1012,Aqua,MODIS,52,6.03,286.9,6.1,D,0
40.2662,46.817,305.8,1,1,2012-02-25,0959,Aqua,MODIS,27,6.03,293.8,3.8,D,0
40.2743,47.3986,300.8,1,1,2012-02-25,0959,Aqua,MODIS,37,6.03,280.9,4.7,D,2
39.4412,48.4443,315.7,1,1,2012-02-25,0959,Aqua,MODIS,76,6.03,290.1,12.9,D,0
40.2751,46.8148,313.3,1,1,2012-02-25,0959,Aqua,MODIS,74,6.03,292,9.4,D,0
40.5632,47.0261,304.7,1,1,2012-02-25,1000,Aqua,MODIS,45,6.03,292.9,3.8,D,0
40.1181,48.2306,301.7,1.4,1.2,2012-02-26,0724,Terra,MODIS,49,6.03,287.4,8,D,0
39.9674,47.918,310.5,1.5,1.2,2012-02-26,0724,Terra,MODIS,70,6.03,287.7,17.8,D,0
39.8387,48.4941,302.7,1.4,1.2,2012-02-26,0724,Terra,MODIS,53,6.03,287.6,7.7,D,0
39.8911,47.8813,302.6,1.5,1.2,2012-02-26,0724,Terra,MODIS,53,6.03,287.6,9,D,0
39.7497,48.0587,312.6,1.4,1.2,2012-02-26,0724,Terra,MODIS,73,6.03,289,18,D,0
39.7459,48.0513,305.8,1.4,1.2,2012-02-26,0724,Terra,MODIS,62,6.03,289.1,11.1,D,0
39.7441,48.0679,307.5,1.4,1.2,2012-02-26,0724,Terra,MODIS,66,6.03,287.5,13.1,D,0
39.9692,47.9008,307.6,1.5,1.2,2012-02-26,0724,Terra,MODIS,66,6.03,287.5,14.4,D,0
40.4803,47.4317,301.6,1.6,1.2,2012-02-26,0724,Terra,MODIS,34,6.03,286.8,7.6,D,0
40.4674,47.4486,302.1,1.6,1.2,2012-02-26,0724,Terra,MODIS,51,6.03,286.8,8.7,D,0
40.4212,47.4544,300.5,1.6,1.2,2012-02-26,0724,Terra,MODIS,37,6.03,287.1,7.5,D,0
40.2764,47.3054,301.4,1.6,1.2,2012-02-26,0724,Terra,MODIS,47,6.03,289.5,7.5,D,0
39.6799,48.1554,310.3,4,1.9,2012-02-26,0904,Aqua,MODIS,34,6.03,291.3,63.9,D,0
39.7096,47.1872,307.4,4.5,2,2012-02-26,0904,Aqua,MODIS,65,6.03,293.9,52.7,D,0
39.7102,47.1837,306.5,4.5,2,2012-02-26,0904,Aqua,MODIS,64,6.03,293.8,50.6,D,0
40.0972,48.4577,300.3,3.7,1.8,2012-02-26,0904,Aqua,MODIS,35,6.03,289.7,22.4,D,0
40.4397,48.0476,314.5,3.7,1.8,2012-02-26,1042,Aqua,MODIS,75,6.03,288.5,81.4,D,0
39.0537,46.6931,305.6,3,1.6,2012-02-26,1042,Aqua,MODIS,62,6.03,290.8,25.6,D,0
39.0527,46.6881,304.8,3,1.6,2012-02-26,1042,Aqua,MODIS,60,6.03,290.7,22.8,D,0
39.1754,46.7488,316.4,3,1.6,2012-02-26,1042,Aqua,MODIS,77,6.03,294.2,56,D,0
39.1613,46.7415,307.3,3,1.6,2012-02-26,1042,Aqua,MODIS,39,6.03,293.9,25.1,D,0
39.1762,46.7406,312.3,3,1.6,2012-02-26,1042,Aqua,MODIS,72,6.03,294.4,41.5,D,0
39.1849,46.6311,310.2,3,1.6,2012-02-26,1042,Aqua,MODIS,69,6.03,293.4,37.2,D,0
39.3367,46.6738,303,3,1.6,2012-02-26,1042,Aqua,MODIS,45,6.03,291.5,14.6,D,0
40.1773,47.3025,302.9,3.3,1.7,2012-02-26,1042,Aqua,MODIS,54,6.03,291,21.4,D,0
40.1717,47.2985,302.8,3.3,1.7,2012-02-26,1042,Aqua,MODIS,54,6.03,290.8,20.9,D,0
40.3255,47.3177,304.2,3.3,1.7,2012-02-26,1042,Aqua,MODIS,58,6.03,290.8,26.4,D,0
40.3353,47.3125,303.5,3.3,1.7,2012-02-26,1042,Aqua,MODIS,56,6.03,290.6,23.3,D,0
40.4475,48.0551,309.6,3.7,1.8,2012-02-26,1042,Aqua,MODIS,69,6.03,288.1,61.6,D,0
40.4456,48.0115,301.2,3.7,1.8,2012-02-26,1042,Aqua,MODIS,45,6.03,288.3,26.2,D,0
40.466,47.4227,309,3.4,1.7,2012-02-26,1042,Aqua,MODIS,68,6.03,289,42.6,D,0
40.4618,47.4149,307.5,3.4,1.7,2012-02-26,1042,Aqua,MODIS,65,6.03,289,39.9,D,0
40.5392,48.0851,322.2,3.7,1.8,2012-02-26,1042,Aqua,MODIS,81,6.03,289,124.7,D,0
40.5279,47.8248,303.8,3.6,1.8,2012-02-26,1042,Aqua,MODIS,57,6.03,288,32.4,D,0
40.526,47.7823,300.5,3.6,1.8,2012-02-26,1042,Aqua,MODIS,37,6.03,288.5,20.5,D,0
40.5555,48.0831,316.9,3.7,1.8,2012-02-26,1042,Aqua,MODIS,68,6.03,290.2,88.9,D,0
40.5456,47.2099,312.7,3.3,1.7,2012-02-26,1042,Aqua,MODIS,67,6.03,288.4,55.4,D,0
40.5436,47.1708,314.2,3.3,1.7,2012-02-26,1042,Aqua,MODIS,72,6.03,289.8,61.9,D,0
40.519,47.8207,306.2,3.6,1.8,2012-02-26,1042,Aqua,MODIS,63,6.03,288,41.7,D,2
40.545,48.0799,333.3,3.7,1.8,2012-02-26,1042,Aqua,MODIS,88,6.03,289.8,218.5,D,0
40.5403,47.2054,316.5,3.3,1.7,2012-02-26,1042,Aqua,MODIS,77,6.03,288.6,78.9,D,0
40.5385,47.1663,309.1,3.3,1.7,2012-02-26,1042,Aqua,MODIS,68,6.03,289.7,46,D,0
40.7753,46.9711,301.7,1.3,1.1,2012-02-27,0807,Terra,MODIS,48,6.03,287,5.6,D,2
40.5815,47.7298,306.9,1.4,1.2,2012-02-27,0807,Terra,MODIS,64,6.03,286.3,13.1,D,0
39.6657,44.8793,301.2,1.1,1,2012-02-27,0807,Terra,MODIS,35,6.03,287.1,4.9,D,0
41.0883,46.9436,312.5,1.1,1.1,2012-02-27,0947,Aqua,MODIS,50,6.03,294.9,10.6,D,0
39.7481,47.7631,308,1.1,1,2012-02-27,0947,Aqua,MODIS,41,6.03,289,8.4,D,0
40.5456,48.096,302.4,1.1,1,2012-02-27,0947,Aqua,MODIS,42,6.03,286.8,5.1,D,0
40.5565,47.8108,306.7,1.1,1,2012-02-27,0947,Aqua,MODIS,59,6.03,291,6.4,D,0
41.0847,46.9501,314.2,1.1,1.1,2012-02-27,0947,Aqua,MODIS,72,6.03,293.2,11.4,D,0
41.0342,45.8158,310.5,1.2,1.1,2012-02-27,0947,Aqua,MODIS,70,6.03,294.5,10,D,0
40.546,48.0713,301.4,2.2,1.4,2012-02-28,0712,Terra,MODIS,34,6.03,287.5,11.2,D,0
40.5571,48.0792,304.5,2.2,1.4,2012-02-28,0712,Terra,MODIS,57,6.03,288.6,14.9,D,0
39.5055,46.5969,304.5,1.9,1.3,2012-02-28,1030,Aqua,MODIS,43,6.03,291.7,11.7,D,0
39.9015,48.2858,304.4,2.4,1.5,2012-02-28,1030,Aqua,MODIS,53,6.03,293.6,12.2,D,0
40.0729,49.1535,305.4,2.8,1.6,2012-02-28,1030,Aqua,MODIS,56,6.03,291.1,21.7,D,0
39.8774,46.421,319.6,1.9,1.3,2012-02-28,1030,Aqua,MODIS,74,6.03,285.3,48.8,D,0
40.093,48.2522,309.3,2.4,1.5,2012-02-28,1030,Aqua,MODIS,66,6.03,293,25.8,D,0
40.1711,48.2969,302.9,2.5,1.5,2012-02-28,1030,Aqua,MODIS,47,6.03,291.5,11.9,D,0
40.3389,48.3244,302.7,2.5,1.5,2012-02-28,1030,Aqua,MODIS,47,6.03,291.7,12.1,D,0
40.4214,48.1903,304.3,2.4,1.5,2012-02-28,1030,Aqua,MODIS,55,6.03,291.5,15.2,D,0
41.0337,47.3498,303.8,2.2,1.4,2012-02-28,1030,Aqua,MODIS,57,6.03,288.4,15.1,D,0
41.063,47.2159,305.5,2.2,1.4,2012-02-28,1030,Aqua,MODIS,40,6.03,290.1,14.4,D,0
39.1498,46.6724,305.1,1.9,1.3,2012-02-28,1030,Aqua,MODIS,56,6.03,293.4,8.4,D,0
41.0628,47.2083,313.1,2.2,1.4,2012-02-28,1030,Aqua,MODIS,73,6.03,290.6,31.7,D,0
41.061,47.1828,306,2.2,1.4,2012-02-28,1030,Aqua,MODIS,63,6.03,291.1,15.6,D,0
41.0775,47.232,304.4,2.2,1.4,2012-02-28,1030,Aqua,MODIS,23,6.03,289.2,12.6,D,0
41.1106,46.6539,306,2,1.4,2012-02-28,1030,Aqua,MODIS,56,6.03,294.1,9.7,D,0
41.0993,46.6505,307.6,2,1.4,2012-02-28,1030,Aqua,MODIS,66,6.03,294.5,11.8,D,0
41.193,47.0591,306.5,2.1,1.4,2012-02-28,1030,Aqua,MODIS,64,6.03,291.5,15.4,D,0
41.061,47.1905,313.2,2.2,1.4,2012-02-28,1030,Aqua,MODIS,73,6.03,291.1,30,D,0
41.1522,46.8093,302.7,2.3,1.5,2012-02-28,1817,Terra,MODIS,51,6.03,278.5,32.1,N,0
39.1445,46.6751,306.2,1,1,2012-02-29,0755,Terra,MODIS,49,6.03,292.8,5.4,D,0
39.2865,46.7128,337.3,1,1,2012-02-29,0755,Terra,MODIS,90,6.03,295.8,37.6,D,0
39.2846,46.7244,312.9,1,1,2012-02-29,0755,Terra,MODIS,73,6.03,294.5,8.2,D,0
39.2199,46.7258,311.6,1,1,2012-02-29,0755,Terra,MODIS,71,6.03,293.9,8.5,D,0
38.6534,48.8206,306.4,1.4,1.2,2012-02-29,0934,Aqua,MODIS,53,6.03,293.6,6.6,D,0
40.4416,48.0051,307.9,1.4,1.2,2012-02-29,0935,Aqua,MODIS,66,6.03,291.5,10.4,D,0
39.1917,46.7151,323.3,1.8,1.3,2012-02-29,0935,Aqua,MODIS,82,6.03,295.4,38.8,D,0
39.2031,46.7113,341.5,1.8,1.3,2012-02-29,0935,Aqua,MODIS,92,6.03,295.7,94.2,D,0
39.2144,46.7075,338.2,1.8,1.3,2012-02-29,0935,Aqua,MODIS,91,6.03,295.3,82.2,D,0
40.065,46.8535,311,1.6,1.3,2012-02-29,0935,Aqua,MODIS,67,6.03,292.6,14.9,D,0
40.5602,47.9883,304.8,1.4,1.2,2012-02-29,0935,Aqua,MODIS,42,6.03,291.5,6.4,D,2
40.6251,47.6132,305.7,1.5,1.2,2012-02-29,0935,Aqua,MODIS,62,6.03,292.6,7.7,D,0
39.3562,47.1662,305.1,1.4,1.2,2012-03-01,1018,Aqua,MODIS,60,6.03,290.5,8.2,D,0
39.3545,47.1503,304.7,1.4,1.2,2012-03-01,1018,Aqua,MODIS,56,6.03,290.7,7.7,D,0
39.2628,46.9576,301.8,1,1,2012-03-02,0743,Terra,MODIS,28,6.03,275.6,5,D,0
41.3098,46.9276,302.7,1.4,1.2,2012-03-04,0730,Terra,MODIS,53,6.03,275.5,12.3,D,0
39.5939,47.5382,308.1,1.3,1.1,2012-03-04,0730,Terra,MODIS,66,6.03,292.5,7.7,D,0
38.6314,48.684,302.6,1.1,1.1,2012-03-04,0731,Terra,MODIS,46,6.03,290.2,6.1,D,0
41.315,46.909,328.2,1.5,1.2,2012-03-05,0813,Terra,MODIS,85,6.03,287,47.7,D,0
41.3116,46.9262,308.7,1.5,1.2,2012-03-05,0813,Terra,MODIS,67,6.03,286.4,15.3,D,0
41.323,46.9061,307.2,1.5,1.2,2012-03-05,0813,Terra,MODIS,59,6.03,286.6,13.3,D,0
41.3197,46.9234,310.4,1.5,1.2,2012-03-05,0813,Terra,MODIS,70,6.03,286.7,17.5,D,0
41.3125,46.9025,305,1.5,1.2,2012-03-05,0813,Terra,MODIS,36,6.03,286.8,10.5,D,0
41.3091,46.9198,309.2,1.5,1.2,2012-03-05,0813,Terra,MODIS,64,6.03,286.6,15.8,D,0
40.9649,45.9842,300.2,1.1,1,2012-03-05,0954,Aqua,MODIS,29,6.03,287,4.1,D,0
40.9629,45.9717,300.9,1.1,1,2012-03-05,0954,Aqua,MODIS,42,6.03,285.1,4.6,D,0
41.0784,46.5776,303.3,1,1,2012-03-05,0954,Aqua,MODIS,42,6.03,289.3,4.7,D,0
40.5927,47.2485,303.6,2.7,1.6,2012-03-06,1036,Aqua,MODIS,56,6.03,288.7,22.5,D,0
41.0585,45.5616,306.3,2.1,1.4,2012-03-06,1036,Aqua,MODIS,63,6.03,293,12.1,D,0
41.0573,45.5568,307.9,2.1,1.4,2012-03-06,1036,Aqua,MODIS,64,6.03,292.9,14.3,D,0
41.4563,46.6721,305.3,1.1,1,2012-03-07,0800,Terra,MODIS,61,6.03,286.4,7.4,D,0
41.4134,46.601,311.2,1.1,1,2012-03-07,0800,Terra,MODIS,71,6.03,284.5,13.5,D,0
41.2353,47.1053,309.3,1.1,1.1,2012-03-07,0801,Terra,MODIS,64,6.03,275,12.4,D,0
41.0701,46.6411,391.4,1.1,1,2012-03-07,0801,Terra,MODIS,100,6.03,290.1,231.2,D,0
41.0679,46.6537,319.8,1.1,1,2012-03-07,0801,Terra,MODIS,80,6.03,283.7,19,D,0
41.0609,46.6384,418.4,1.1,1,2012-03-07,0801,Terra,MODIS,100,6.03,298.3,430,D,0
40.717,47.3511,303.6,1.2,1.1,2012-03-07,0801,Terra,MODIS,57,6.03,279.8,8.3,D,0
40.3928,47.4906,310.2,1.2,1.1,2012-03-07,0801,Terra,MODIS,70,6.03,286.8,12.9,D,0
40.3577,47.3316,303.5,1.2,1.1,2012-03-07,0801,Terra,MODIS,56,6.03,286.5,7.6,D,0
41.6309,46.2442,311.5,1.4,1.2,2012-03-07,0941,Aqua,MODIS,46,6.03,290.3,15.5,D,0
39.9153,48.6976,301.1,1.1,1.1,2012-03-07,0941,Aqua,MODIS,44,6.03,289.4,4.6,D,0
39.7889,47.5708,303.8,1.3,1.1,2012-03-07,0941,Aqua,MODIS,57,6.03,290.1,6.9,D,0
39.946,48.2192,301.5,1.2,1.1,2012-03-07,0941,Aqua,MODIS,47,6.03,290.7,4.4,D,0
40.0974,48.6734,317.1,1.1,1.1,2012-03-07,0941,Aqua,MODIS,67,6.03,289,18,D,0
40.1067,48.6706,303,1.1,1.1,2012-03-07,0941,Aqua,MODIS,12,6.03,288.7,5.1,D,0
40.1439,48.5147,304.5,1.2,1.1,2012-03-07,0941,Aqua,MODIS,59,6.03,290.9,6.5,D,0
40.0335,47.8896,321.1,1.2,1.1,2012-03-07,0941,Aqua,MODIS,70,6.03,283.1,27.3,D,0
40.031,47.8756,371.1,1.2,1.1,2012-03-07,0941,Aqua,MODIS,94,6.03,287.6,163.9,D,0
40.0407,47.8726,303.8,1.2,1.1,2012-03-07,0941,Aqua,MODIS,29,6.03,283.8,8.1,D,0
40.4653,47.471,302.1,1.3,1.1,2012-03-07,0941,Aqua,MODIS,51,6.03,288.3,5.8,D,0
40.9702,47.5106,301.8,1.2,1.1,2012-03-07,0941,Aqua,MODIS,49,6.03,281.9,7.3,D,0
40.9132,46.1221,307,1.4,1.2,2012-03-07,0941,Aqua,MODIS,51,6.03,294.1,8.3,D,0
41.0683,46.6256,339.6,1.3,1.1,2012-03-07,0941,Aqua,MODIS,92,6.03,289.3,62.8,D,0
41.0537,45.5689,306.1,1.5,1.2,2012-03-07,0941,Aqua,MODIS,63,6.03,292.6,7.6,D,0
41.1015,45.6988,306.1,1.5,1.2,2012-03-07,0941,Aqua,MODIS,62,6.03,292.8,8.2,D,0
41.6441,46.2566,305.2,1.4,1.2,2012-03-07,0941,Aqua,MODIS,51,6.03,288.5,8.9,D,0
41.6411,46.2407,324.3,1.4,1.2,2012-03-07,0941,Aqua,MODIS,83,6.03,290,34.5,D,0
41.0018,45.8086,318.6,1.1,1,2012-03-10,1012,Aqua,MODIS,74,6.03,291.6,16.3,D,0
41.1208,46.7414,306.8,1.2,1.1,2012-03-14,0807,Terra,MODIS,45,6.03,289,7.9,D,0
40.1379,47.3813,302.8,1.4,1.2,2012-03-14,0807,Terra,MODIS,54,6.03,289,6.2,D,0
41.1181,46.7561,312.9,1.2,1.1,2012-03-14,0807,Terra,MODIS,73,6.03,292.2,13.6,D,0
40.7401,47.2816,307.7,1.3,1.1,2012-03-14,0807,Terra,MODIS,65,6.03,289.9,10,D,0
40.136,47.37,304.6,1.1,1.1,2012-03-14,0947,Aqua,MODIS,56,6.03,292.6,3.9,D,0
40.1552,46.4601,306.5,1.2,1.1,2012-03-14,0947,Aqua,MODIS,48,6.03,292.2,6.8,D,0
40.5996,47.3665,307.4,1.1,1,2012-03-14,0947,Aqua,MODIS,65,6.03,291.2,6.2,D,0
40.6277,46.5576,315.7,1.2,1.1,2012-03-14,0947,Aqua,MODIS,75,6.03,294.5,13.3,D,0
40.8024,46.4909,310.7,1.2,1.1,2012-03-14,0947,Aqua,MODIS,70,6.03,294.9,7.9,D,0
41.1168,46.7457,315.2,1.1,1.1,2012-03-14,0947,Aqua,MODIS,51,6.03,294.4,11.6,D,0
41.1239,46.7295,324.3,1.1,1.1,2012-03-14,0947,Aqua,MODIS,81,6.03,291.1,22.6,D,0
41.2795,46.9265,320.6,1.1,1.1,2012-03-14,0947,Aqua,MODIS,80,6.03,294.1,16.9,D,0
41.3593,46.7288,310.1,1.1,1.1,2012-03-14,0947,Aqua,MODIS,68,6.03,294.5,6.4,D,0
41.3645,46.7357,309.5,1.1,1.1,2012-03-14,0947,Aqua,MODIS,69,6.03,293.6,6.6,D,0
41.1146,46.7326,315,1.1,1.1,2012-03-14,0947,Aqua,MODIS,55,6.03,290.3,11.9,D,0
39.0561,46.626,310.5,1.2,1.1,2012-03-14,0947,Aqua,MODIS,67,6.03,295,9,D,0
39.0538,46.6128,308.4,1.2,1.1,2012-03-14,0947,Aqua,MODIS,50,6.03,291.8,7.7,D,0
39.5877,47.6578,304.2,1.1,1.1,2012-03-14,0947,Aqua,MODIS,52,6.03,291.8,4.1,D,0
39.5157,46.5926,308.4,1.2,1.1,2012-03-14,0947,Aqua,MODIS,66,6.03,293.8,6.9,D,0
40.6925,46.7234,312.7,1.3,1.1,2012-03-17,1018,Aqua,MODIS,73,6.03,292.6,14.1,D,2
41.0738,45.7291,303.4,1.2,1.1,2012-03-17,1018,Aqua,MODIS,56,6.03,288.8,4.9,D,0
41.0721,45.7146,314.4,1.2,1.1,2012-03-17,1018,Aqua,MODIS,75,6.03,290.1,15,D,0
41.5367,46.6285,301.7,1.1,1,2012-03-18,0742,Terra,MODIS,48,6.03,285.6,4.7,D,0
41.1029,46.8509,305.9,1.1,1,2012-03-18,0742,Terra,MODIS,35,6.03,291.3,4.5,D,0
41.0377,46.4891,304.7,1.1,1,2012-03-18,0742,Terra,MODIS,33,6.03,288.9,6.2,D,0
41.0809,45.6992,317.1,1.2,1.1,2012-03-18,0742,Terra,MODIS,77,6.03,292,16.2,D,0
40.7685,46.957,300.4,1.1,1,2012-03-18,0742,Terra,MODIS,37,6.03,288,3.5,D,2
40.5375,46.9571,301.7,1.1,1,2012-03-18,0742,Terra,MODIS,49,6.03,289.9,3.3,D,0
40.2939,47.2658,302.5,1,1,2012-03-18,0742,Terra,MODIS,52,6.03,289.4,4.1,D,0
41.0364,46.4818,312,2.5,1.5,2012-03-18,0923,Aqua,MODIS,68,6.03,288,38,D,0
41.0431,46.4747,317.8,2.5,1.5,2012-03-18,0923,Aqua,MODIS,78,6.03,289,53,D,0
41.0639,45.1069,321,1.2,1.1,2012-03-18,1848,Terra,MODIS,100,6.03,268.9,30.9,N,0
41.0441,46.4528,313.2,2.1,1.4,2012-03-19,0825,Terra,MODIS,71,6.03,293.7,28.4,D,0
41.0386,46.4772,308.4,2.1,1.4,2012-03-19,0825,Terra,MODIS,64,6.03,291.2,18.1,D,0
41.0389,46.4705,313,2.1,1.4,2012-03-19,0825,Terra,MODIS,60,6.03,291.5,26.2,D,0
39.6745,44.8033,304.1,1.8,1.3,2012-03-19,0825,Terra,MODIS,38,6.03,292.2,9.6,D,0
41.2214,47.064,308.5,1.1,1,2012-03-19,1006,Aqua,MODIS,54,6.03,297,4.7,D,0
40.8885,47.1118,318.4,1.1,1,2012-03-19,1006,Aqua,MODIS,76,6.03,299.3,11.9,D,0
40.8869,47.0994,315.6,1.1,1,2012-03-19,1006,Aqua,MODIS,73,6.03,298.7,9.8,D,0
41.0194,47.1276,312.2,1.1,1,2012-03-19,1006,Aqua,MODIS,68,6.03,298.1,6.3,D,0
40.8731,45.5543,311.7,1,1,2012-03-19,1006,Aqua,MODIS,66,6.03,296.4,6.8,D,0
41.041,46.4537,336.3,1,1,2012-03-19,1006,Aqua,MODIS,89,6.03,297.4,34.8,D,0
41.1355,47.1157,311.5,1.1,1,2012-03-19,1006,Aqua,MODIS,64,6.03,296.6,7.3,D,0
41.0231,45.8411,315.8,1,1,2012-03-19,1006,Aqua,MODIS,68,6.03,302.1,7,D,0
41.0215,45.8292,316.9,1,1,2012-03-19,1006,Aqua,MODIS,74,6.03,300,7.8,D,0
41.3301,46.9052,311.1,1.1,1,2012-03-19,1006,Aqua,MODIS,60,6.03,297.8,6.6,D,0
41.1767,45.6199,320.9,1,1,2012-03-19,1006,Aqua,MODIS,77,6.03,304.9,10.6,D,0
41.3766,46.9132,307.2,1.1,1,2012-03-19,1006,Aqua,MODIS,35,6.03,295.1,4.1,D,0
41.647,46.299,311.6,1,1,2012-03-19,1006,Aqua,MODIS,63,6.03,296.5,6.9,D,0
41.0516,46.4564,325.1,2.4,1.5,2012-03-19,1931,Terra,MODIS,100,6.03,273.4,98.4,N,0
41.0434,46.4637,323.1,2.4,1.5,2012-03-19,1931,Terra,MODIS,100,6.03,273.5,90.4,N,0
41.6184,48.5928,315.1,1.2,1.1,2012-03-20,0730,Terra,MODIS,74,6.03,296.4,12.7,D,0
41.2452,45.0323,316.5,1.8,1.3,2012-03-20,0730,Terra,MODIS,73,6.03,299.4,22,D,0
40.883,45.5332,313.2,1.7,1.3,2012-03-20,0730,Terra,MODIS,60,6.03,295.9,16.7,D,0
40.8842,45.5455,310.7,1.7,1.3,2012-03-20,0730,Terra,MODIS,64,6.03,294.6,13.3,D,0
39.6684,47.6021,306.1,1.3,1.1,2012-03-20,0730,Terra,MODIS,59,6.03,294.8,4.8,D,0
39.6701,47.5874,307.1,1.3,1.1,2012-03-20,0730,Terra,MODIS,62,6.03,295,5.7,D,0
41.62,48.5785,306.5,1.2,1.1,2012-03-20,0730,Terra,MODIS,61,6.03,295.5,4.4,D,0
39.1597,46.765,312.8,3.7,1.8,2012-03-20,1048,Aqua,MODIS,63,6.03,298.1,60.4,D,0
39.6838,44.8414,310.9,2.9,1.6,2012-03-20,1048,Aqua,MODIS,60,6.03,298.2,26,D,0
39.1657,46.76,313.5,3.7,1.8,2012-03-20,1048,Aqua,MODIS,66,6.03,298.3,62.5,D,0
41.2524,45.0553,301.8,1.6,1.2,2012-03-20,1836,Terra,MODIS,44,6.03,275.1,18.1,N,0
41.1368,45.2117,302,1.2,1.1,2012-03-21,0813,Terra,MODIS,47,6.03,278.6,7.1,D,0
41.4347,46.824,311.4,1.5,1.2,2012-03-21,0813,Terra,MODIS,71,6.03,288.8,15.8,D,0
41.0163,47.336,309,1.6,1.2,2012-03-21,0813,Terra,MODIS,68,6.03,296.5,8.8,D,0
41.0984,46.817,328.5,1.5,1.2,2012-03-21,0813,Terra,MODIS,86,6.03,296.4,40.1,D,0
41.1063,46.8137,321.2,1.5,1.2,2012-03-21,0813,Terra,MODIS,80,6.03,297.6,25.6,D,0
40.9551,47.2883,309.9,1.6,1.2,2012-03-21,0813,Terra,MODIS,50,6.03,297.3,9.3,D,0
40.3218,47.4533,307.3,1.7,1.3,2012-03-21,0813,Terra,MODIS,63,6.03,294.1,11.4,D,0
40.3203,47.4669,307.5,1.7,1.3,2012-03-21,0813,Terra,MODIS,57,6.03,295.3,10.9,D,0
40.088,45.9787,309.3,1.4,1.2,2012-03-21,0813,Terra,MODIS,36,6.03,285.9,14.9,D,0
39.6715,47.5957,346.2,1,1,2012-03-21,0953,Aqua,MODIS,94,6.03,297.3,51.2,D,0
39.6698,47.5841,318.3,1,1,2012-03-21,0953,Aqua,MODIS,74,6.03,297.4,11.8,D,0
39.6279,47.0256,310.6,1,1,2012-03-21,0953,Aqua,MODIS,58,6.03,298.6,5.5,D,0
39.8728,47.5858,311.9,1,1,2012-03-21,0953,Aqua,MODIS,65,6.03,297.7,7.1,D,0
39.871,47.5741,320.5,1,1,2012-03-21,0953,Aqua,MODIS,77,6.03,298.3,14.6,D,0
40.0774,47.4711,318.6,1,1,2012-03-21,0953,Aqua,MODIS,75,6.03,298.9,11.8,D,0
40.0756,47.4594,318.1,1,1,2012-03-21,0953,Aqua,MODIS,74,6.03,299.2,10.8,D,0
40.0809,47.4335,314.4,1,1,2012-03-21,0953,Aqua,MODIS,69,6.03,298.9,7.3,D,0
40.0836,46.7957,309.1,1,1,2012-03-21,0953,Aqua,MODIS,53,6.03,295.7,4.5,D,0
40.3423,47.5655,308.4,1,1,2012-03-21,0953,Aqua,MODIS,55,6.03,297,4,D,0
40.0892,45.9864,310,1.1,1,2012-03-21,0953,Aqua,MODIS,54,6.03,292.3,10.2,D,0
40.0871,45.9739,323.9,1.1,1,2012-03-21,0953,Aqua,MODIS,75,6.03,290.6,24.7,D,0
40.4506,47.1876,312.8,1,1,2012-03-21,0953,Aqua,MODIS,67,6.03,301,5.9,D,0
41.01,47.3341,317.2,1,1,2012-03-21,0954,Aqua,MODIS,72,6.03,300.3,8.1,D,0
41.0279,47.3908,313.6,1,1,2012-03-21,0954,Aqua,MODIS,72,6.03,300.6,5.8,D,0
41.0189,47.3317,322,1,1,2012-03-21,0954,Aqua,MODIS,80,6.03,300.9,13.1,D,0
41.0429,47.1827,309.6,1,1,2012-03-21,0954,Aqua,MODIS,57,6.03,293.3,5.6,D,0
41.1803,47.1149,326.3,1,1,2012-03-21,0954,Aqua,MODIS,84,6.03,286.8,26.4,D,0
41.1784,47.103,310.6,1,1,2012-03-21,0954,Aqua,MODIS,70,6.03,283.8,11.6,D,0
41.0153,45.8498,309,1.1,1,2012-03-21,0954,Aqua,MODIS,59,6.03,295.1,5.7,D,0
41.3935,46.8123,308.4,1,1,2012-03-21,0954,Aqua,MODIS,65,6.03,290.5,5.6,D,0
41.2151,45.0353,312.1,1.2,1.1,2012-03-21,0954,Aqua,MODIS,14,6.03,296.8,8,D,0
40.7613,48.0931,302.9,1.8,1.3,2012-03-22,0718,Terra,MODIS,38,6.03,290.3,8.2,D,0
40.3199,47.361,302.9,2,1.4,2012-03-22,0718,Terra,MODIS,51,6.03,290.9,9.2,D,0
40.2021,47.4161,303.8,2.7,1.6,2012-03-22,1036,Aqua,MODIS,38,6.03,291.4,13.4,D,0
40.5522,48.0346,315.3,3,1.6,2012-03-22,1036,Aqua,MODIS,75,6.03,292.9,55.4,D,0
40.5512,48.03,317.2,3,1.6,2012-03-22,1036,Aqua,MODIS,77,6.03,292.9,63.7,D,0
